t,euler,verlet,rk4
0.050,7.755270e-05,7.699062e-09,5.175294e-16
0.100,1.664522e-04,3.107627e-08,1.897608e-15
0.150,2.780546e-04,7.080320e-08,2.415137e-15
0.200,4.235386e-04,1.274121e-07,1.725098e-16
0.250,6.133425e-04,2.003625e-07,9.143019e-15
0.300,8.560548e-04,2.867652e-07,2.777408e-14
0.350,1.156720e-03,3.801021e-07,5.537565e-14
0.400,1.514806e-03,4.696849e-07,8.987760e-14
0.450,1.922487e-03,5.418100e-07,1.219644e-13
0.500,2.364221e-03,5.830644e-07,1.416305e-13
0.550,2.818402e-03,5.848428e-07,1.423206e-13
0.600,3.261055e-03,5.467592e-07,1.233445e-13
0.650,3.670406e-03,4.768081e-07,9.091266e-14
0.700,4.030629e-03,3.881681e-07,5.537565e-14
0.750,4.333581e-03,2.946766e-07,2.604898e-14
0.800,4.578434e-03,2.073584e-07,5.347804e-15
0.850,4.769991e-03,1.330882e-07,4.830274e-15
0.900,4.916662e-03,7.502245e-08,8.452980e-15
0.950,5.028757e-03,3.385056e-08,8.452980e-15
1.000,5.117370e-03,9.090315e-09,6.382863e-15
1.050,5.193817e-03,5.568823e-11,6.382863e-15
1.100,5.269469e-03,6.421372e-09,6.727882e-15
1.150,5.355788e-03,2.842089e-08,8.798000e-15
1.200,5.464375e-03,6.670753e-08,8.798000e-15
1.250,5.606836e-03,1.218567e-07,6.037843e-15
1.300,5.794263e-03,1.934674e-07,3.277686e-15
1.350,6.036111e-03,2.789079e-07,2.087369e-14
1.400,6.338411e-03,3.720119e-07,4.882027e-14
1.450,6.701512e-03,4.624357e-07,8.297721e-14
1.500,7.118044e-03,5.366345e-07,1.167891e-13
1.550,7.572190e-03,5.809955e-07,1.395604e-13
1.600,8.041255e-03,5.863290e-07,1.409405e-13
1.650,8.499621e-03,5.514779e-07,1.226545e-13
1.700,8.923812e-03,4.838009e-07,8.953259e-14
1.750,9.296736e-03,3.962071e-07,5.485812e-14
1.800,9.609659e-03,3.026420e-07,2.415137e-14
1.850,9.861780e-03,2.144576e-07,3.622706e-15
1.900,1.005831e-02,1.388892e-07,7.072902e-15
1.950,1.020817e-02,7.937031e-08,1.155816e-14
2.000,1.032208e-02,3.674917e-08,1.121314e-14
2.050,1.041136e-02,1.060067e-08,1.069561e-14
2.100,1.048720e-02,2.283036e-10,9.488039e-15
2.150,1.056057e-02,5.262720e-09,1.086812e-14
2.200,1.064214e-02,2.588965e-08,1.138565e-14
2.250,1.074236e-02,6.274009e-08,1.259322e-14
2.300,1.087138e-02,1.164255e-07,9.660549e-15
2.350,1.103866e-02,1.866747e-07,1.380078e-15
2.400,1.125220e-02,2.711027e-07,1.569839e-14
2.450,1.151724e-02,3.638902e-07,4.260992e-14
2.500,1.183469e-02,4.550456e-07,7.676686e-14
2.550,1.219964e-02,5.312083e-07,1.105788e-13
2.600,1.260062e-02,5.786021e-07,1.335226e-13
2.650,1.302040e-02,5.874826e-07,1.371453e-13
2.700,1.343849e-02,5.559251e-07,1.202393e-13
2.750,1.383471e-02,4.906278e-07,9.022262e-14
2.800,1.419272e-02,4.041936e-07,5.434059e-14
2.850,1.450217e-02,3.106464e-07,2.294380e-14
2.900,1.475923e-02,2.216537e-07,6.900392e-16
2.950,1.496565e-02,1.448144e-07,1.224820e-14
3.000,1.512715e-02,8.384874e-08,1.742349e-14
3.050,1.525190e-02,3.977432e-08,1.776851e-14
3.100,1.534922e-02,1.223105e-08,1.673345e-14
3.150,1.542890e-02,5.168188e-10,1.587090e-14
3.200,1.550078e-02,4.220199e-09,1.656094e-14
3.250,1.557470e-02,2.347863e-08,1.759600e-14
3.300,1.566045e-02,5.889772e-08,1.880357e-14
3.350,1.576780e-02,1.111189e-07,1.673345e-14
3.400,1.590627e-02,1.799914e-07,9.488039e-15
3.450,1.608466e-02,2.633674e-07,7.072902e-15
3.500,1.631009e-02,3.557679e-07,3.432945e-14
3.550,1.658669e-02,4.475586e-07,6.814137e-14
3.600,1.691394e-02,5.255839e-07,1.024708e-13
3.650,1.728541e-02,5.759380e-07,1.264497e-13
3.700,1.768835e-02,5.883504e-07,1.326600e-13
3.750,1.810484e-02,5.601355e-07,1.176517e-13
3.800,1.851463e-02,4.973102e-07,8.763498e-14
3.850,1.889865e-02,4.121371e-07,5.313302e-14
3.900,1.924218e-02,3.186909e-07,2.225376e-14
3.950,1.953661e-02,2.289425e-07,1.207569e-15
4.000,1.977953e-02,1.508565e-07,1.328325e-14
4.050,1.997363e-02,8.844934e-08,1.914859e-14
4.100,2.012510e-02,4.291767e-08,1.983863e-14
4.150,2.024220e-02,1.397397e-08,1.880357e-14
4.200,2.033411e-02,9.149835e-10,1.811353e-14
4.250,2.041037e-02,3.289011e-09,1.863106e-14
4.300,2.048051e-02,2.118459e-08,2.087369e-14
4.350,2.055403e-02,5.517878e-08,2.087369e-14
4.400,2.064040e-02,1.059369e-07,1.811353e-14
4.450,2.074904e-02,1.734198e-07,1.121314e-14
4.500,2.088905e-02,2.557062e-07,4.312745e-15
4.550,2.106873e-02,3.476507e-07,3.018921e-14
4.600,2.129463e-02,4.399799e-07,6.296608e-14
4.650,2.157023e-02,5.197639e-07,9.677800e-14
4.700,2.189439e-02,5.730002e-07,1.217919e-13
4.750,2.226024e-02,5.889233e-07,1.300724e-13
4.800,2.265489e-02,5.640953e-07,1.155816e-13
4.850,2.306079e-02,5.038331e-07,8.573737e-14
4.900,2.345845e-02,4.200250e-07,5.020035e-14
4.950,2.382979e-02,3.267673e-07,1.776851e-14
5.000,2.416107e-02,2.363204e-07,5.692823e-15
5.050,2.444443e-02,1.570161e-07,1.828604e-14
5.100,2.467786e-02,9.317558e-08,2.432388e-14
5.150,2.486415e-02,4.618469e-08,2.484141e-14
5.200,2.500941e-02,1.583623e-08,2.432388e-14
5.250,2.512169e-02,1.430441e-09,2.380635e-14
5.300,2.520998e-02,2.477222e-09,2.449639e-14
5.350,2.528368e-02,1.901550e-08,2.570396e-14
5.400,2.535236e-02,5.159044e-08,2.673902e-14
5.450,2.542571e-02,1.008849e-07,2.501392e-14
5.500,2.551358e-02,1.669618e-07,1.845855e-14
5.550,2.562600e-02,2.481158e-07,3.450196e-15
5.600,2.577291e-02,3.395275e-07,2.121871e-14
5.650,2.596353e-02,4.322884e-07,5.313302e-14
5.700,2.620524e-02,5.137152e-07,8.832502e-14
5.750,2.650188e-02,5.697445e-07,1.150640e-13
5.800,2.685190e-02,5.891495e-07,1.240345e-13
5.850,2.724686e-02,5.677523e-07,1.123039e-13
5.900,2.767131e-02,5.101513e-07,8.401227e-14
5.950,2.810456e-02,4.278247e-07,4.709517e-14
6.000,2.852426e-02,3.348566e-07,1.535337e-14
6.050,2.891061e-02,2.437804e-07,8.107961e-15
6.100,2.924960e-02,1.632940e-07,2.259878e-14
6.150,2.953437e-02,9.803228e-08,2.932667e-14
6.200,2.976464e-02,4.958091e-08,3.087925e-14
6.250,2.994516e-02,1.782178e-08,2.949918e-14
6.300,3.008374e-02,2.064357e-09,2.915416e-14
6.350,3.018975e-02,1.782855e-09,2.915416e-14
6.400,3.027308e-02,1.696674e-08,2.949918e-14
6.450,3.034360e-02,4.812684e-08,3.174180e-14
6.500,3.041103e-02,9.595812e-08,3.053423e-14
6.550,3.048491e-02,1.606174e-07,2.501392e-14
6.600,3.057466e-02,2.406048e-07,1.086812e-14
6.650,3.068957e-02,3.314195e-07,1.293823e-14
6.700,3.083850e-02,4.245192e-07,4.433502e-14
6.750,3.102924e-02,5.074847e-07,7.952702e-14
6.800,3.126752e-02,5.662234e-07,1.074736e-13
6.850,3.155554e-02,5.890797e-07,1.178242e-13
6.900,3.189050e-02,5.711489e-07,1.081636e-13
6.950,3.226365e-02,5.162960e-07,8.073459e-14
7.000,3.266051e-02,4.355558e-07,4.571510e-14
7.050,3.306262e-02,3.429691e-07,1.121314e-14
7.100,3.345063e-02,2.513254e-07,1.345576e-14
7.150,3.380764e-02,1.696883e-07,2.880914e-14
7.200,3.412178e-02,1.030144e-07,3.536451e-14
7.250,3.438716e-02,5.309953e-08,3.743463e-14
7.300,3.460350e-02,1.992310e-08,3.639957e-14
7.350,3.477481e-02,2.809146e-09,3.553702e-14
7.400,3.490784e-02,1.198719e-09,3.519200e-14
7.450,3.501081e-02,1.503189e-08,3.674459e-14
7.500,3.509255e-02,4.478278e-08,3.691710e-14
7.550,3.516199e-02,9.115331e-08,3.708961e-14
7.600,3.522800e-02,1.543859e-07,3.156929e-14
7.650,3.529938e-02,2.331763e-07,1.983863e-14
7.700,3.538484e-02,3.233338e-07,2.242627e-15
7.750,3.549302e-02,4.166828e-07,3.346690e-14
7.800,3.563220e-02,5.010840e-07,6.727882e-14
7.850,3.580983e-02,5.624466e-07,9.643298e-14
7.900,3.603159e-02,5.887187e-07,1.105788e-13
7.950,3.630019e-02,5.742842e-07,1.016083e-13
8.000,3.661404e-02,5.222623e-07,7.642184e-14
8.050,3.696625e-02,4.432122e-07,4.088482e-14
8.100,3.734454e-02,3.510994e-07,7.417921e-15
8.150,3.773252e-02,2.589524e-07,1.880357e-14
8.200,3.811219e-02,1.761981e-07,3.570953e-14
8.250,3.846694e-02,1.081230e-07,4.329996e-14
8.300,3.878420e-02,5.674314e-08,4.554259e-14
8.350,3.905667e-02,2.214412e-08,4.468004e-14
8.400,3.928244e-02,3.669974e-09,4.347247e-14
8.450,3.946391e-02,7.311543e-10,4.329996e-14
8.500,3.960655e-02,1.321830e-08,4.468004e-14
8.550,3.971756e-02,4.156625e-08,4.554259e-14
8.600,3.980497e-02,8.647842e-08,4.537008e-14
8.650,3.987709e-02,1.482742e-07,4.088482e-14
8.700,3.994219e-02,2.258343e-07,2.915416e-14
8.750,4.000845e-02,3.152692e-07,8.798000e-15
8.800,4.008397e-02,4.087699e-07,2.190874e-14
8.850,4.017671e-02,4.944928e-07,5.692823e-14
8.900,4.029442e-02,5.583808e-07,8.711745e-14
8.950,4.044429e-02,5.880223e-07,1.019533e-13
9.000,4.063231e-02,5.771084e-07,9.695051e-14
9.050,4.086240e-02,5.280022e-07,7.331666e-14
9.100,4.113527e-02,4.507546e-07,3.812467e-14
9.150,4.144741e-02,3.592207e-07,3.795216e-15
9.200,4.179051e-02,2.666460e-07,2.328882e-14
9.250,4.215194e-02,1.828174e-07,4.088482e-14
9.300,4.251621e-02,1.133577e-07,4.951031e-14
9.350,4.286738e-02,6.051411e-08,5.244298e-14
9.400,4.319160e-02,2.448751e-08,5.123541e-14
9.450,4.347893e-02,4.648402e-09,4.951031e-14
9.500,4.372421e-02,3.799621e-10,4.951031e-14
9.550,4.392672e-02,1.152415e-08,4.985533e-14
9.600,4.408937e-02,3.847475e-08,5.054537e-14
9.650,4.421747e-02,8.193203e-08,4.985533e-14
9.700,4.431781e-02,1.422847e-07,4.571510e-14
9.750,4.439793e-02,2.185881e-07,3.536451e-14
9.800,4.446567e-02,3.072449e-07,1.466333e-14
9.850,4.452903e-02,4.008107e-07,1.569839e-14
9.900,4.459613e-02,4.877505e-07,5.158043e-14
9.950,4.467523e-02,5.540700e-07,8.176964e-14
10.000,4.477470e-02,5.870318e-07,9.919313e-14
10.050,4.490285e-02,5.796549e-07,9.557043e-14
10.100,4.506747e-02,5.335388e-07,7.228161e-14
10.150,4.527505e-02,4.581961e-07,3.915972e-14
10.200,4.552953e-02,3.673382e-07,3.795216e-15
10.250,4.583093e-02,2.744067e-07,2.363384e-14
10.300,4.617407e-02,1.895434e-07,4.140235e-14
10.350,4.654806e-02,1.187141e-07,4.968282e-14
10.400,4.693719e-02,6.440727e-08,5.261549e-14
10.450,4.732316e-02,2.694797e-08,5.227047e-14
10.500,4.768822e-02,5.739272e-09,5.089039e-14
10.550,4.801810e-02,1.402757e-10,5.054537e-14
10.600,4.830383e-02,9.944889e-09,5.158043e-14
10.650,4.854205e-02,3.550402e-08,5.330553e-14
10.700,4.873423e-02,7.751028e-08,5.330553e-14
10.750,4.888529e-02,1.364140e-07,5.020035e-14
10.800,4.900224e-02,2.114355e-07,3.984976e-14
10.850,4.909309e-02,2.992600e-07,1.897608e-14
10.900,4.916622e-02,3.928055e-07,9.833058e-15
10.950,4.923002e-02,4.808572e-07,4.485255e-14
11.000,4.929282e-02,5.495119e-07,7.797443e-14
11.050,4.936293e-02,5.857415e-07,9.712302e-14
11.100,4.944864e-02,5.819146e-07,9.436286e-14
11.150,4.955817e-02,5.388618e-07,7.297164e-14
11.200,4.969945e-02,4.655285e-07,3.967725e-14
11.250,4.987948e-02,3.754474e-07,4.140235e-15
11.300,5.010344e-02,2.822339e-07,2.363384e-14
11.350,5.037340e-02,1.963790e-07,4.243741e-14
11.400,5.068706e-02,1.241973e-07,5.261549e-14
11.450,5.103680e-02,6.842870e-08,5.468561e-14
11.500,5.140981e-02,2.953194e-08,5.572066e-14
11.550,5.178954e-02,6.948992e-09,5.485812e-14
11.600,5.215830e-02,1.825757e-11,5.468561e-14
11.650,5.250026e-02,8.486263e-09,5.537565e-14
11.700,5.280384e-02,3.265918e-08,5.606568e-14
11.750,5.306277e-02,7.321729e-08,5.537565e-14
11.800,5.327593e-02,1.306648e-07,5.209796e-14
11.850,5.344627e-02,2.043767e-07,4.088482e-14
11.900,5.357945e-02,2.913110e-07,2.190874e-14
11.950,5.368269e-02,3.847450e-07,7.762941e-15
12.000,5.376386e-02,4.737960e-07,4.209239e-14
12.050,5.383105e-02,5.446805e-07,7.555929e-14
12.100,5.389229e-02,5.841167e-07,9.470788e-14
12.150,5.395554e-02,5.838480e-07,9.332780e-14
12.200,5.402877e-02,5.439328e-07,7.159157e-14
12.250,5.411988e-02,4.727199e-07,3.881470e-14
12.300,5.423668e-02,3.835265e-07,3.277686e-15
12.350,5.438649e-02,2.901160e-07,2.587647e-14
12.400,5.457554e-02,2.033201e-07,4.537008e-14
12.450,5.480795e-02,1.298079e-07,5.468561e-14
12.500,5.508456e-02,7.258075e-08,5.882584e-14
12.550,5.540173e-02,3.224124e-08,5.813580e-14
12.600,5.575076e-02,8.277603e-09,5.658321e-14
12.650,5.611831e-02,1.167736e-11,5.641070e-14
12.700,5.648807e-02,7.144075e-09,5.589317e-14
12.750,5.684339e-02,2.993519e-08,5.727325e-14
12.800,5.716999e-02,6.904926e-08,5.779078e-14
12.850,5.745793e-02,1.250376e-07,5.503063e-14
12.900,5.770232e-02,1.974202e-07,4.571510e-14
12.950,5.790297e-02,2.834184e-07,2.829161e-14
13.000,5.806327e-02,3.766642e-07,5.175294e-16
13.050,5.818891e-02,4.666151e-07,3.415694e-14
13.100,5.828688e-02,5.396323e-07,6.745133e-14
13.150,5.836464e-02,5.822141e-07,8.918757e-14
13.200,5.842974e-02,5.855039e-07,9.039513e-14
13.250,5.848962e-02,5.487875e-07,7.055651e-14
13.300,5.855156e-02,4.797921e-07,3.777965e-14
13.350,5.862269e-02,3.915855e-07,1.552588e-15
13.400,5.871001e-02,2.980540e-07,2.742906e-14
13.450,5.882024e-02,2.103625e-07,4.675016e-14
13.500,5.895958e-02,1.355384e-07,5.761827e-14
13.550,5.913316e-02,7.685478e-08,6.158600e-14
13.600,5.934435e-02,3.506744e-08,6.193102e-14
13.650,5.959379e-02,9.717620e-09,6.089596e-14
13.700,5.987864e-02,1.144794e-10,6.055094e-14
13.750,6.019202e-02,5.913919e-09,6.072345e-14
13.800,6.052334e-02,2.732941e-08,6.227604e-14
13.850,6.085945e-02,6.500536e-08,6.262106e-14
13.900,6.118648e-02,1.195335e-07,6.020592e-14
13.950,6.149190e-02,1.905692e-07,5.296051e-14
14.000,6.176626e-02,2.755870e-07,3.519200e-14
14.050,6.200399e-02,3.685686e-07,8.107961e-15
14.100,6.220343e-02,4.593188e-07,2.604898e-14
14.150,6.236616e-02,5.343674e-07,5.899835e-14
14.200,6.249617e-02,5.800274e-07,8.090710e-14
14.250,6.259891e-02,5.868691e-07,8.366725e-14
14.300,6.268065e-02,5.534090e-07,6.607125e-14
14.350,6.274806e-02,4.867280e-07,3.570953e-14
14.400,6.280792e-02,3.996105e-07,5.175294e-16
14.450,6.286708e-02,3.060394e-07,2.880914e-14
14.500,6.293246e-02,2.175025e-07,5.002784e-14
14.550,6.301099e-02,1.413895e-07,6.296608e-14
14.600,6.310964e-02,8.125450e-08,6.676129e-14
14.650,6.323513e-02,3.801624e-08,6.676129e-14
14.700,6.339354e-02,1.127614e-08,6.607125e-14
14.750,6.358961e-02,3.346349e-10,6.520870e-14
14.800,6.382581e-02,4.804219e-09,6.572623e-14
14.850,6.410127e-02,2.485016e-08,6.624376e-14
14.900,6.441101e-02,6.109308e-08,6.641627e-14
14.950,6.474567e-02,1.141579e-07,6.331110e-14
15.000,6.509233e-02,1.838257e-07,5.537565e-14
15.050,6.543621e-02,2.678134e-07,3.950474e-14
15.100,6.576297e-02,3.604468e-07,1.259322e-14
15.150,6.606083e-02,4.518850e-07,1.932110e-14
15.200,6.632204e-02,5.288517e-07,5.296051e-14
15.250,6.654317e-02,5.775112e-07,7.693937e-14
15.300,6.672467e-02,5.878920e-07,8.194215e-14
15.350,6.686995e-02,5.577459e-07,6.607125e-14
15.400,6.698429e-02,4.934847e-07,3.605455e-14
15.450,6.707406e-02,4.075713e-07,1.207569e-15
15.500,6.714610e-02,3.140552e-07,2.915416e-14
15.550,6.720740e-02,2.247344e-07,5.123541e-14
15.600,6.726499e-02,1.473625e-07,6.348361e-14
15.650,6.732590e-02,8.578448e-08,6.883141e-14
15.700,6.739720e-02,4.109251e-08,6.986647e-14
15.750,6.748599e-02,1.295625e-08,6.831388e-14
15.800,6.759926e-02,6.724261e-10,6.779635e-14
15.850,6.774356e-02,3.812227e-09,6.779635e-14
15.900,6.792443e-02,2.249232e-08,6.865890e-14
15.950,6.814546e-02,5.730647e-08,6.934894e-14
16.000,6.840729e-02,1.089068e-07,6.745133e-14
16.050,6.870653e-02,1.771910e-07,6.055094e-14
16.100,6.903529e-02,2.601083e-07,4.399000e-14
16.150,6.938152e-02,3.523222e-07,1.863106e-14
16.200,6.973049e-02,4.443510e-07,1.397329e-14
16.250,7.006702e-02,5.231330e-07,4.813023e-14
16.300,7.037790e-02,5.747178e-07,7.348917e-14
16.350,7.065366e-02,5.886215e-07,8.194215e-14
16.400,7.088931e-02,5.618385e-07,6.779635e-14
16.450,7.108414e-02,5.000906e-07,3.743463e-14
16.500,7.124078e-02,4.154856e-07,2.242627e-15
16.550,7.136414e-02,3.221105e-07,2.932667e-14
16.600,7.146046e-02,2.320604e-07,5.192545e-14
16.650,7.153659e-02,1.534554e-07,6.503619e-14
16.700,7.159958e-02,9.043992e-08,7.090153e-14
16.750,7.165652e-02,4.428994e-08,7.228161e-14
16.800,7.171451e-02,1.475103e-08,7.210910e-14
16.850,7.178065e-02,1.120906e-09,7.141906e-14
16.900,7.186213e-02,2.931374e-09,7.159157e-14
16.950,7.196611e-02,2.025001e-08,7.262662e-14
17.000,7.209950e-02,5.364072e-08,7.366168e-14
17.050,7.226844e-02,1.037770e-07,7.159157e-14
17.100,7.247748e-02,1.706642e-07,6.503619e-14
17.150,7.272851e-02,2.524739e-07,5.054537e-14
17.200,7.301962e-02,3.442002e-07,2.639400e-14
17.250,7.334430e-02,4.367244e-07,5.347804e-15
17.300,7.369145e-02,5.172190e-07,3.933223e-14
17.350,7.404656e-02,5.716518e-07,6.520870e-14
17.400,7.439381e-02,5.890571e-07,7.400670e-14
17.450,7.471868e-02,5.656816e-07,6.262106e-14
17.500,7.501011e-02,5.065387e-07,3.432945e-14
17.550,7.526159e-02,4.233467e-07,1.207569e-15
17.600,7.547121e-02,3.302006e-07,3.329439e-14
17.650,7.564085e-02,2.394788e-07,5.744576e-14
17.700,7.577501e-02,1.596685e-07,7.038400e-14
17.750,7.587975e-02,9.522309e-08,7.624933e-14
17.800,7.596184e-02,4.761209e-08,7.745690e-14
17.850,7.602823e-02,1.666508e-08,7.745690e-14
17.900,7.608582e-02,1.685555e-09,7.676686e-14
17.950,7.614134e-02,2.167966e-09,7.676686e-14
18.000,7.620136e-02,1.813023e-08,7.797443e-14
18.050,7.627236e-02,5.010326e-08,7.883698e-14
18.100,7.636062e-02,9.877572e-08,7.814694e-14
18.150,7.647219e-02,1.642516e-07,7.124655e-14
18.200,7.661250e-02,2.449139e-07,5.813580e-14
18.250,7.678589e-02,3.360800e-07,3.415694e-14
18.300,7.699489e-02,4.289965e-07,2.587647e-15
18.350,7.723942e-02,5.110904e-07,3.156929e-14
18.400,7.751603e-02,5.682819e-07,5.848082e-14
18.450,7.781766e-02,5.891579e-07,6.952145e-14
18.500,7.813400e-02,5.692298e-07,5.865333e-14
18.550,7.845265e-02,5.127861e-07,3.208682e-14
18.600,7.876091e-02,4.311203e-07,2.932667e-15
18.650,7.904758e-02,3.383024e-07,3.570953e-14
18.700,7.930439e-02,2.469769e-07,6.055094e-14
18.750,7.952664e-02,1.659971e-07,7.538678e-14
18.800,7.971314e-02,1.001337e-07,8.228717e-14
18.850,7.986557e-02,5.106051e-08,8.401227e-14
18.900,7.998768e-02,1.869981e-08,8.366725e-14
18.950,8.008450e-02,2.366555e-09,8.314972e-14
19.000,8.016172e-02,1.520568e-09,8.297721e-14
19.050,8.022534e-02,1.613033e-08,8.366725e-14
19.100,8.028140e-02,4.669137e-08,8.504733e-14
19.150,8.033595e-02,9.390229e-08,8.332223e-14
19.200,8.039502e-02,1.579572e-07,7.762941e-14
19.250,8.046462e-02,2.374407e-07,6.365612e-14
19.300,8.055070e-02,3.279846e-07,4.053980e-14
19.350,8.065904e-02,4.212021e-07,9.488039e-15
19.400,8.079493e-02,5.047908e-07,2.449639e-14
19.450,8.096268e-02,5.646549e-07,5.296051e-14
19.500,8.116498e-02,5.889663e-07,6.486368e-14
19.550,8.140206e-02,5.725161e-07,5.675572e-14
19.600,8.167104e-02,5.188544e-07,3.156929e-14
19.650,8.196551e-02,4.388178e-07,2.932667e-15
19.700,8.227585e-02,3.464197e-07,3.605455e-14
19.750,8.259024e-02,2.545534e-07,6.210353e-14
19.800,8.289628e-02,1.724370e-07,7.745690e-14
19.850,8.318277e-02,1.051664e-07,8.401227e-14
19.900,8.344114e-02,5.462955e-08,8.642741e-14
19.950,8.366625e-02,2.084986e-08,8.608239e-14
20.000,8.385635e-02,3.159121e-09,8.539235e-14
20.050,8.401261e-02,9.850646e-10,8.504733e-14
20.100,8.413836e-02,1.424678e-08,8.573737e-14
20.150,8.423826e-02,4.340203e-08,8.711745e-14
20.200,8.431776e-02,8.915408e-08,8.677243e-14
20.250,8.438265e-02,1.517790e-07,8.142462e-14
20.300,8.443883e-02,2.300524e-07,6.917643e-14
20.350,8.449221e-02,3.199124e-07,4.640514e-14
20.400,8.454873e-02,4.133387e-07,1.604341e-14
20.450,8.461433e-02,4.983155e-07,1.742349e-14
20.500,8.469495e-02,5.607621e-07,4.692267e-14
20.550,8.479641e-02,5.884693e-07,6.141349e-14
20.600,8.492419e-02,5.755247e-07,5.399557e-14
20.650,8.508294e-02,5.247282e-07,2.811910e-14
20.700,8.527588e-02,4.464275e-07,6.555372e-15
20.750,8.550399e-02,3.545462e-07,4.053980e-14
20.800,8.576521e-02,2.622074e-07,6.676129e-14
20.850,8.605399e-02,1.789916e-07,8.263219e-14
20.900,8.636135e-02,1.103269e-07,8.970509e-14
20.950,8.667575e-02,5.832617e-08,9.263776e-14
21.000,8.698462e-02,2.312253e-08,9.263776e-14
21.050,8.727620e-02,4.070388e-09,9.056764e-14
21.100,8.754113e-02,5.681284e-10,9.022262e-14
21.150,8.777340e-02,1.248557e-08,9.125768e-14
21.200,8.797051e-02,4.024026e-08,9.177521e-14
